BHK,project,Location,City,Total sqft,price_sqft,price
1 BHK Apartment,Royal OasisMalad West,Malad West,Mumbai,600,"22,000",1.32 Cr
2 BHK Apartment,Usha Eindra ResidencyKarjat,Karjat,Mumbai,980,"25,000",2.45 Cr
2 BHK Apartment, Radhe Krishna HeightsKarjat,Karjat,Mumbai,950,"25,000",2.38 Cr
1 BHK Apartment,Usha Eindra ResidencyKarjat,Karjat,Mumbai,650,"25,000",1.62 Cr
1 BHK Apartment,Sanghvi Sanghvi EmpireMira Road East,Mira Road East,Mumbai,850,"12,000",1.02 Cr
2 BHK Apartment,Usha Eindra ResidencyKarjat,Karjat,Mumbai,950,"25,000",2.38 Cr
2 BHK Apartment,Usha Radhe Krishna ParkKarjat,Karjat,Mumbai,850,"25,000",2.12 Cr
1 BHK Apartment,Usha Radhe Krishna ParkKarjat,Karjat,Mumbai,680,"25,000",1.70 Cr
2 BHK Apartment, Radhe Krishna HeightsKarjat,Karjat,Mumbai,950,"25,000",2.38 Cr
1 BHK Apartment, Radhe Krishna HeightsKarjat,Karjat,Mumbai,600,"25,000",1.50 Cr
2 BHK Apartment, Radhe Krishna HeightsKarjat,Karjat,Mumbai,900,"25,000",2.25 Cr
1 BHK Independent House,Atharva My Element KarjatKarjat,Karjat,Mumbai,680,"25,000",1.70 Cr
2 BHK Apartment,Hubtown GreenwoodsThane West,Thane West,Mumbai,740,"18,000",1.33 Cr
1 RK Studio Apartment,Usha Eindra ResidencyKarjat,Karjat,Mumbai,400,"25,000",1.00 Cr
2 BHK Apartment,Royal OasisMalad West,Malad West,Mumbai,700,"22,000",1.54 Cr
2 BHK Apartment,Dosti ViharThane West,Thane West,Mumbai,1018,"18,000",1.83 Cr
1 BHK Apartment,Royal OasisMalad West,Malad West,Mumbai,650,"22,000",1.43 Cr
1 BHK Apartment,Royal OasisMalad West,Malad West,Mumbai,600,"22,000",1.32 Cr
2 BHK Apartment,Hubtown GreenwoodsThane West,Thane West,Mumbai,740,"18,000",1.33 Cr
2 BHK Apartment,Royal OasisMalad West,Malad West,Mumbai,750,"22,000",1.65 Cr
1 BHK Apartment,Royal OasisMalad West,Malad West,Mumbai,750,"22,000",1.65 Cr
2 BHK Apartment,Lodha LuxuriaThane West,Thane West,Mumbai,1080,"18,000",1.94 Cr
1,,Kalamboli,Mumbai,723,"25,000",1.81 Cr
1 BHK Apartment,Usha Eindra ResidencyKarjat,Karjat,Mumbai,680,"25,000",1.70 Cr
2 BHK Apartment, Radhe Krishna HeightsKarjat,Karjat,Mumbai,950,"25,000",2.38 Cr
1 BHK Apartment,Usha Eindra ResidencyKarjat,Karjat,Mumbai,650,"25,000",1.62 Cr
3,,Kalamboli,Mumbai,1425,"25,000",3.56 Cr
1,,Kalamboli,Mumbai,667,"25,000",1.67 Cr
2 BHK Apartment,Usha Eindra ResidencyKarjat,Karjat,Mumbai,980,"25,000",2.45 Cr
2,,Kalamboli,Mumbai,1167,"25,000",2.92 Cr
2,,Kalamboli,Mumbai,1095,"25,000",2.74 Cr
2 BHK Apartment,Usha Eindra ResidencyKarjat,Karjat,Mumbai,950,"25,000",2.38 Cr
2 BHK Apartment,Usha Radhe Krishna ParkKarjat,Karjat,Mumbai,850,"25,000",2.12 Cr
1 BHK Apartment,Usha Radhe Krishna ParkKarjat,Karjat,Mumbai,680,"25,000",1.70 Cr
1 BHK Apartment,PNK Imperial HeightsMira Road East,Mira Road East,Mumbai,730,"12,000",87.60 L
1 BHK Apartment,PNK Imperial HeightsMira Road East,Mira Road East,Mumbai,730,"12,000",87.60 L
1 BHK Apartment,Royal OasisMalad West,Malad West,Mumbai,750,"22,000",1.65 Cr
2 BHK Apartment,Lodha LuxuriaThane West,Thane West,Mumbai,1080,"18,000",1.94 Cr
2 BHK Apartment,Shree Tirupati Siddeshwar GardensThane West,Thane West,Mumbai,950,"18,000",1.71 Cr
1,,Greater Khanda,Mumbai,788,"25,000",1.97 Cr
3,,Kalamboli,Mumbai,1425,"25,000",3.56 Cr
1,,Kalamboli,Mumbai,667,"25,000",1.67 Cr
2 BHK Apartment,Usha Eindra ResidencyKarjat,Karjat,Mumbai,980,"25,000",2.45 Cr
2 BHK Apartment, Radhe Krishna HeightsKarjat,Karjat,Mumbai,950,"25,000",2.38 Cr
1 BHK Apartment,Usha Eindra ResidencyKarjat,Karjat,Mumbai,650,"25,000",1.62 Cr
2,,Kalamboli,Mumbai,1167,"25,000",2.92 Cr
2,,Kalamboli,Mumbai,1095,"25,000",2.74 Cr
2 BHK Apartment,Hubtown GreenwoodsThane West,Thane West,Mumbai,740,"18,000",1.33 Cr
1 BHK Apartment,Neel Sidhi OrbitPanvel,Panvel,Mumbai,700,"10,000",70.00 L
1 BHK Apartment,Atharva My Element KarjatKarjat,Karjat,Mumbai,680,"25,000",1.70 Cr
2 BHK Apartment,Royal OasisMalad West,Malad West,Mumbai,750,"22,000",1.65 Cr
2 BHK Apartment,Omkar EkdantaPanvel,Panvel,Mumbai,700,"10,000",70.00 L
1,,Koper Khairane,Mumbai,550,"25,000",1.38 Cr
1,,Koper Khairane,Mumbai,560,"25,000",1.40 Cr
1 BHK Apartment,Atharva My Element KarjatKarjat,Karjat,Mumbai,680,"25,000",1.70 Cr
2 BHK Apartment,Omkar EkdantaPanvel,Panvel,Mumbai,700,"10,000",70.00 L
2 BHK Apartment,Shree Tirupati Siddeshwar GardensThane West,Thane West,Mumbai,950,"18,000",1.71 Cr
1,,Greater Khanda,Mumbai,788,"25,000",1.97 Cr
1 BHK Apartment,Swaraj Homes Neel Plaza ApartmentPanvel,Panvel,Mumbai,700,"10,000",70.00 L
2 BHK Apartment,Lakhani Lakhanis PridePanvel,Panvel,Mumbai,900,"10,000",90.00 L
3 BHK Apartment,Hiranandani BrentwoodPowai,Powai,Mumbai,1400,"38,000",5.32 Cr
1 BHK Apartment,Jai Mata Di Phase IIIABhiwandi,Bhiwandi,Mumbai,570,"6,000",34.20 L
2 BHK Apartment,Nirvana Buildscape NestPanvel,Panvel,Mumbai,850,"10,000",85.00 L
1,,Palava,Mumbai,425,"25,000",1.06 Cr
1,,Atgaon,Mumbai,460,"25,000",1.15 Cr
2 BHK Apartment,Deeplaxmi Shreeji Paraiso Badlapur East,Badlapur East,Mumbai,654,"25,000",1.64 Cr
2 BHK Apartment,Deeplaxmi Shreeji Paraiso Badlapur East,Badlapur East,Mumbai,661,"25,000",1.65 Cr
2 BHK Apartment,Deeplaxmi Shreeji Paraiso Badlapur East,Badlapur East,Mumbai,683,"25,000",1.71 Cr
1 RK Studio Apartment,Mahada New TowerMalad West,Malad West,Mumbai,250,"22,000",55.00 L
1 BHK Apartment,Mahada New TowerMalad West,Malad West,Mumbai,400,"22,000",88.00 L
1 BHK Apartment,JP North BarcelonaMira Road East,Mira Road East,Mumbai,426,"12,000",51.12 L
1 BHK Apartment,JP North BarcelonaMira Road East,Mira Road East,Mumbai,360,"12,000",43.20 L
3 BHK Apartment,JP North BarcelonaMira Road East,Mira Road East,Mumbai,640,"12,000",76.80 L
1 BHK Apartment,JP North BarcelonaMira Road East,Mira Road East,Mumbai,127,"12,000",15.24 L
1 BHK Apartment,JP North BarcelonaMira Road East,Mira Road East,Mumbai,308,"12,000",36.96 L
1 BHK Apartment,JP North BarcelonaMira Road East,Mira Road East,Mumbai,357,"12,000",42.84 L
3 BHK Apartment,JP North BarcelonaMira Road East,Mira Road East,Mumbai,633,"12,000",75.96 L
1 BHK Apartment,JP North BarcelonaMira Road East,Mira Road East,Mumbai,339,"12,000",40.68 L
1 BHK Apartment,JP North BarcelonaMira Road East,Mira Road East,Mumbai,157,"12,000",18.84 L
2 BHK Apartment,JP North BarcelonaMira Road East,Mira Road East,Mumbai,506,"12,000",60.72 L
1 BHK Apartment,JP North BarcelonaMira Road East,Mira Road East,Mumbai,323,"12,000",38.76 L
2 BHK Apartment,JP North BarcelonaMira Road East,Mira Road East,Mumbai,527,"12,000",63.24 L
1 BHK Apartment,JP North BarcelonaMira Road East,Mira Road East,Mumbai,368,"12,000",44.16 L
1 BHK Apartment,JP North BarcelonaMira Road East,Mira Road East,Mumbai,417,"12,000",50.04 L
2 BHK Apartment,JP North BarcelonaMira Road East,Mira Road East,Mumbai,485,"12,000",58.20 L
1 BHK Apartment,JP North BarcelonaMira Road East,Mira Road East,Mumbai,349,"12,000",41.88 L
1 BHK Apartment,JP North BarcelonaMira Road East,Mira Road East,Mumbai,400,"12,000",48.00 L
1 BHK Apartment,JP North BarcelonaMira Road East,Mira Road East,Mumbai,347,"12,000",41.64 L
1 BHK Apartment,JP North BarcelonaMira Road East,Mira Road East,Mumbai,365,"12,000",43.80 L
1 BHK Apartment,Parth Shri Sai Lata Flat Owners CHSLChembur,Chembur,Mumbai,488,"30,000",1.46 Cr
2 BHK Apartment,Varad Varad HeightsChembur,Chembur,Mumbai,716,"30,000",2.15 Cr
1 BHK Apartment,Parth Shri Sai Lata Flat Owners CHSLChembur,Chembur,Mumbai,464,"30,000",1.39 Cr
2 BHK Apartment,Varad Varad HeightsChembur,Chembur,Mumbai,700,"30,000",2.10 Cr
1 BHK Apartment,Varad Varad HeightsChembur,Chembur,Mumbai,479,"30,000",1.44 Cr
1 RK Studio Apartment,Mahada New TowerMalad West,Malad West,Mumbai,250,"22,000",55.00 L
1 BHK Apartment,Mahada New TowerMalad West,Malad West,Mumbai,400,"22,000",88.00 L
2 BHK Apartment,Juhi Niharika AbsoluteKharghar,Kharghar,Mumbai,735,"12,000",88.20 L
2 BHK Apartment,Juhi Niharika AbsoluteKharghar,Kharghar,Mumbai,636,"12,000",76.32 L
1 BHK Apartment,Juhi Niharika AbsoluteKharghar,Kharghar,Mumbai,417,"12,000",50.04 L
1 BHK Apartment,Juhi Niharika AbsoluteKharghar,Kharghar,Mumbai,468,"12,000",56.16 L
1 BHK Apartment,North Star 2nd PhaseChembur,Chembur,Mumbai,319,"30,000",95.70 L
1 BHK Apartment,North Star 2nd PhaseChembur,Chembur,Mumbai,309,"30,000",92.70 L
2 BHK Apartment,Ambika Ambika HeritageKharghar,Kharghar,Mumbai,1150,"12,000",1.38 Cr
2 BHK Independent Floor,Reputed Builder VastushilpKharghar,Kharghar,Mumbai,1000,"12,000",1.20 Cr
3 BHK Apartment,Goodwill ParadiseKharghar,Kharghar,Mumbai,1750,"12,000",2.10 Cr
1 BHK Apartment,Tricity GrandKharghar,Kharghar,Mumbai,750,"12,000",90.00 L
2 BHK Apartment,Arihant AradhanaKharghar,Kharghar,Mumbai,1250,"12,000",1.50 Cr
2 BHK Apartment,Raikar Sujata EmpressKharghar,Kharghar,Mumbai,1150,"12,000",1.38 Cr
3 BHK Apartment,Kesar Exotica Phase I Basement Plus Ground Plus Upper 14 FloorsKharghar,Kharghar,Mumbai,1880,"12,000",2.26 Cr
3,,Kharghar,Mumbai,1665,"12,000",2.00 Cr
2 BHK Apartment,Ambika Ambika HeritageKharghar,Kharghar,Mumbai,1175,"12,000",1.41 Cr
2 BHK Apartment,Goodwill ParadiseKharghar,Kharghar,Mumbai,1150,"12,000",1.38 Cr
2,,Kharghar,Mumbai,1200,"12,000",1.44 Cr
3 BHK Apartment,Reputed Builder Kasturi HeightsKharghar,Kharghar,Mumbai,1550,"12,000",1.86 Cr
2 BHK Apartment,Goodwill ParadiseKharghar,Kharghar,Mumbai,1750,"12,000",2.10 Cr
2 BHK Apartment,Arihant KrupaKharghar,Kharghar,Mumbai,1100,"12,000",1.32 Cr
2 BHK Apartment,Proviso GalaxyKharghar,Kharghar,Mumbai,1150,"12,000",1.38 Cr
3,,Kharghar,Mumbai,1650,"12,000",1.98 Cr
3,,Kharghar,Mumbai,1630,"12,000",1.96 Cr
3 BHK Apartment,Shah HeightsKharghar,Kharghar,Mumbai,1675,"12,000",2.01 Cr
3 BHK Apartment,Trishul SymphonyKharghar,Kharghar,Mumbai,1950,"12,000",2.34 Cr
2 BHK Apartment,Kesar Exotica Phase I Basement Plus Ground Plus Upper 14 FloorsKharghar,Kharghar,Mumbai,1240,"12,000",1.49 Cr
2 BHK Apartment,Haware SplendorKharghar,Kharghar,Mumbai,950,"12,000",1.14 Cr
3 BHK Apartment,Haware SplendorKharghar,Kharghar,Mumbai,1350,"12,000",1.62 Cr
3 BHK Apartment,Mahaavir PrideDombivali,Dombivali,Mumbai,917,"12,000",1.10 Cr
3 BHK Apartment,Mahaavir PrideDombivali,Dombivali,Mumbai,917,"12,000",1.10 Cr
2 BHK Apartment,Mahaavir PrideDombivali,Dombivali,Mumbai,576,"12,000",69.12 L
2 BHK Apartment,Mahaavir PrideDombivali,Dombivali,Mumbai,576,"12,000",69.12 L
3 BHK Apartment,Mahaavir PrideDombivali,Dombivali,Mumbai,917,"12,000",1.10 Cr
2 BHK Apartment,Mahaavir PrideDombivali,Dombivali,Mumbai,576,"12,000",69.12 L
1 BHK Apartment,Mahaavir PrideDombivali,Dombivali,Mumbai,433,"12,000",51.96 L
1 BHK Apartment,Mahaavir PrideDombivali,Dombivali,Mumbai,433,"12,000",51.96 L
2 BHK Apartment,Mahaavir PrideDombivali,Dombivali,Mumbai,694,"12,000",83.28 L
2 BHK Apartment,Mahaavir PrideDombivali,Dombivali,Mumbai,694,"12,000",83.28 L
2 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,656,"12,000",78.72 L
2 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,678,"12,000",81.36 L
2 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,656,"12,000",78.72 L
2 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,656,"12,000",78.72 L
2 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,678,"12,000",81.36 L
2 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,678,"12,000",81.36 L
3 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,1043,"12,000",1.25 Cr
3 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,1043,"12,000",1.25 Cr
3 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,768,"12,000",92.16 L
3 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,768,"12,000",92.16 L
3 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,1034,"12,000",1.24 Cr
3 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,1034,"12,000",1.24 Cr
3 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,1126,"12,000",1.35 Cr
3 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,1126,"12,000",1.35 Cr
1 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,415,"12,000",49.80 L
1 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,415,"12,000",49.80 L
2 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,666,"12,000",79.92 L
2 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,666,"12,000",79.92 L
1 BHK Apartment,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,511,"5,000",25.55 L
2 BHK Apartment,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,702,"5,000",35.10 L
1 BHK Apartment,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,511,"5,000",25.55 L
2 BHK Apartment,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,617,"5,000",30.85 L
1 BHK Apartment,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,473,"5,000",23.65 L
1 BHK Apartment,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,473,"5,000",23.65 L
2 BHK Apartment,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,617,"5,000",30.85 L
3 BHK Apartment,Reputed Builder KalpatruMira Road East,Mira Road East,Mumbai,1235,"12,000",1.48 Cr
2 BHK Apartment,Godrej Horizon Phase IWadala,Wadala,Mumbai,689,"35,000",2.41 Cr
3 BHK Apartment,Godrej Horizon Phase IWadala,Wadala,Mumbai,1046,"35,000",3.66 Cr
2 BHK Apartment,Godrej Horizon Phase IWadala,Wadala,Mumbai,735,"35,000",2.57 Cr
2 BHK Apartment,Godrej Horizon Phase IWadala,Wadala,Mumbai,739,"35,000",2.59 Cr
3 BHK Apartment,Godrej Horizon Phase IWadala,Wadala,Mumbai,1063,"35,000",3.72 Cr
3 BHK Apartment,Godrej Horizon Phase IWadala,Wadala,Mumbai,1232,"35,000",4.31 Cr
3,,Koper Khairane,Mumbai,1000,"25,000",2.50 Cr
2 BHK Apartment,Neelkanth SunberryGhansoli,Ghansoli,Mumbai,1300,"15,000",1.95 Cr
3 BHK Independent House,Neelkanth SunberryGhansoli,Ghansoli,Mumbai,1550,"15,000",2.33 Cr
1 BHK Apartment,Vihan Sunshine HeightsGhansoli,Ghansoli,Mumbai,650,"15,000",97.50 L
1 BHK Apartment,Raikar Mangal ApartmentGhansoli,Ghansoli,Mumbai,715,"15,000",1.07 Cr
4,,Koper Khairane,Mumbai,3500,"25,000",8.75 Cr
4 BHK Apartment,Satyam Imperial HeightsGhansoli,Ghansoli,Mumbai,3605,"15,000",5.41 Cr
2 BHK Apartment,Gee Cee Cloud 36 Phase IGhansoli,Ghansoli,Mumbai,1300,"15,000",1.95 Cr
3 BHK Apartment,Haware SplendorKharghar,Kharghar,Mumbai,1350,"12,000",1.62 Cr
3 BHK Apartment,Mahaavir PrideDombivali,Dombivali,Mumbai,917,"12,000",1.10 Cr
3 BHK Apartment,Mahaavir PrideDombivali,Dombivali,Mumbai,917,"12,000",1.10 Cr
2 BHK Apartment,Mahaavir PrideDombivali,Dombivali,Mumbai,576,"12,000",69.12 L
2 BHK Apartment,Mahaavir PrideDombivali,Dombivali,Mumbai,576,"12,000",69.12 L
3 BHK Apartment,Mahaavir PrideDombivali,Dombivali,Mumbai,917,"12,000",1.10 Cr
2 BHK Apartment,Mahaavir PrideDombivali,Dombivali,Mumbai,576,"12,000",69.12 L
1 BHK Apartment,Mahaavir PrideDombivali,Dombivali,Mumbai,433,"12,000",51.96 L
1 BHK Apartment,Mahaavir PrideDombivali,Dombivali,Mumbai,433,"12,000",51.96 L
2 BHK Apartment,Mahaavir PrideDombivali,Dombivali,Mumbai,694,"12,000",83.28 L
2 BHK Apartment,Mahaavir PrideDombivali,Dombivali,Mumbai,694,"12,000",83.28 L
2 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,656,"12,000",78.72 L
2 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,678,"12,000",81.36 L
2 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,656,"12,000",78.72 L
2 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,656,"12,000",78.72 L
2 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,678,"12,000",81.36 L
2 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,678,"12,000",81.36 L
3 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,1043,"12,000",1.25 Cr
3 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,1043,"12,000",1.25 Cr
3 BHK Apartment,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,768,"12,000",92.16 L
1 BHK Apartment,Uma Elements Shil Phata,Shil Phata,Mumbai,471,"25,000",1.18 Cr
2 BHK Apartment,Reputed Builder Shiv SankalpaSeawoods,Seawoods,Mumbai,1150,"18,000",2.07 Cr
3 BHK Apartment,Reputed Builder Balaji HeightsNerul,Nerul,Mumbai,1675,"15,000",2.51 Cr
2 BHK Apartment,Juhi GreensSeawoods,Seawoods,Mumbai,1300,"18,000",2.34 Cr
2 BHK Apartment,Meridian MeadowsKharghar,Kharghar,Mumbai,1275,"12,000",1.53 Cr
3,,Bandra West,Mumbai,1100,"85,000",9.35 Cr
2 BHK Apartment,JSB Nakshatra AarambhNaigaon East,Naigaon East,Mumbai,978,"25,000",2.44 Cr
2 BHK Apartment,JSB Nakshatra AarambhNaigaon East,Naigaon East,Mumbai,978,"25,000",2.44 Cr
2 BHK Apartment,JSB Nakshatra AarambhNaigaon East,Naigaon East,Mumbai,978,"25,000",2.44 Cr
2 BHK Apartment,PNK Imperial HeightsMira Road East,Mira Road East,Mumbai,1050,"12,000",1.26 Cr
2 BHK Apartment,JP JP North Phase 5 EuphoriaMira Road East,Mira Road East,Mumbai,1080,"12,000",1.30 Cr
1 BHK Apartment,JP North BarcelonaMira Road East,Mira Road East,Mumbai,760,"12,000",91.20 L
3 BHK Apartment,JP JP North Phase 5 EuphoriaMira Road East,Mira Road East,Mumbai,1100,"12,000",1.32 Cr
1 BHK Apartment,PNK Space Tiara Hills Phase I Bldg No 3 5 And 2Mira Road East,Mira Road East,Mumbai,750,"12,000",90.00 L
2 BHK Apartment,JP JP North Phase 5 EuphoriaMira Road East,Mira Road East,Mumbai,1080,"12,000",1.30 Cr
1 BHK Apartment,PNK Imperial HeightsMira Road East,Mira Road East,Mumbai,740,"12,000",88.80 L
1 BHK Apartment,JP North BarcelonaMira Road East,Mira Road East,Mumbai,750,"12,000",90.00 L
3 BHK Apartment,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,1350,"12,000",1.62 Cr
3 BHK Apartment,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,1350,"12,000",1.62 Cr
2 BHK Apartment,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,1010,"12,000",1.21 Cr
3 BHK Apartment,Siddha Sky Phase 1Sion,Sion,Mumbai,800,"30,000",2.40 Cr
2 BHK Apartment,Siddha Sky Phase 1Sion,Sion,Mumbai,600,"30,000",1.80 Cr
2 BHK Apartment,Satyam Peace Of MindKharghar,Kharghar,Mumbai,575,"12,000",69.00 L
3 BHK Apartment,Satyam Peace Of MindKharghar,Kharghar,Mumbai,929,"12,000",1.11 Cr
1,,Ulwe,Mumbai,590,"9,000",53.10 L
1,,Ulwe,Mumbai,560,"9,000",50.40 L
3 BHK Apartment,Hiranandani Gardens HeritagePowai,Powai,Mumbai,1335,"38,000",5.07 Cr
2 BHK Apartment,PNK Imperial HeightsMira Road East,Mira Road East,Mumbai,1050,"12,000",1.26 Cr
2 BHK Apartment,JP JP North Phase 5 EuphoriaMira Road East,Mira Road East,Mumbai,1080,"12,000",1.30 Cr
1 BHK Apartment,JP North BarcelonaMira Road East,Mira Road East,Mumbai,760,"12,000",91.20 L
3 BHK Apartment,JP JP North Phase 5 EuphoriaMira Road East,Mira Road East,Mumbai,1100,"12,000",1.32 Cr
1 BHK Apartment,PNK Space Tiara Hills Phase I Bldg No 3 5 And 2Mira Road East,Mira Road East,Mumbai,750,"12,000",90.00 L
2 BHK Apartment,JP JP North Phase 5 EuphoriaMira Road East,Mira Road East,Mumbai,1080,"12,000",1.30 Cr
1 BHK Apartment,PNK Imperial HeightsMira Road East,Mira Road East,Mumbai,740,"12,000",88.80 L
3 BHK Apartment,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,1350,"12,000",1.62 Cr
3 BHK Apartment,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,1350,"12,000",1.62 Cr
2 BHK Apartment,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,1010,"12,000",1.21 Cr
2 BHK Apartment,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,995,"12,000",1.19 Cr
1 BHK Apartment,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,710,"12,000",85.20 L
1 BHK Apartment,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,690,"12,000",82.80 L
3 BHK Apartment,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,1350,"12,000",1.62 Cr
2 BHK Apartment,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,1010,"12,000",1.21 Cr
2 BHK Apartment,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,995,"12,000",1.19 Cr
1 BHK Apartment,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,710,"12,000",85.20 L
1 BHK Apartment,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,690,"12,000",82.80 L
2 BHK Apartment,JP North Barcelona Wing DMira Road East,Mira Road East,Mumbai,1010,"12,000",1.21 Cr
1 BHK Apartment,JP North Phase 6 AlexaMira Road East,Mira Road East,Mumbai,693,"12,000",83.16 L
1 BHK Apartment,RNA NG N G Diamond Hill D Phase IIMira Road East,Mira Road East,Mumbai,710,"12,000",85.20 L
1 BHK Apartment,RNA NG Ocean Pearl Phase IIMira Road East,Mira Road East,Mumbai,690,"12,000",82.80 L
2 BHK Apartment,RNA NG Ocean Pearl Phase IIMira Road East,Mira Road East,Mumbai,1010,"12,000",1.21 Cr
1 BHK Apartment,JP Codename Dream Home Tower BMira Road East,Mira Road East,Mumbai,700,"12,000",84.00 L
1 BHK Apartment,JP Codename Dream Home Tower BMira Road East,Mira Road East,Mumbai,745,"12,000",89.40 L
2 BHK Apartment,PNK Imperial HeightsMira Road East,Mira Road East,Mumbai,1050,"12,000",1.26 Cr
2 BHK Apartment,JP JP North Phase 5 EuphoriaMira Road East,Mira Road East,Mumbai,1080,"12,000",1.30 Cr
1 BHK Apartment,JP North BarcelonaMira Road East,Mira Road East,Mumbai,760,"12,000",91.20 L
3 BHK Apartment,JP JP North Phase 5 EuphoriaMira Road East,Mira Road East,Mumbai,1100,"12,000",1.32 Cr
1 BHK Apartment,PNK Space Tiara Hills Phase I Bldg No 3 5 And 2Mira Road East,Mira Road East,Mumbai,750,"12,000",90.00 L
2 BHK Apartment,JP JP North Phase 5 EuphoriaMira Road East,Mira Road East,Mumbai,1080,"12,000",1.30 Cr
1 BHK Apartment,PNK Imperial HeightsMira Road East,Mira Road East,Mumbai,740,"12,000",88.80 L
1,,Greater Khanda,Mumbai,622,"25,000",1.55 Cr
2,,Kalwa,Mumbai,1000,"25,000",2.50 Cr
1 BHK Apartment,Y K and Sons Yashwant AvenueVirar,Virar,Mumbai,700,"5,000",35.00 L
1 BHK Apartment,Bachraj LifespaceVirar,Virar,Mumbai,610,"5,000",30.50 L
1 BHK Apartment,M Baria White CityVirar,Virar,Mumbai,650,"5,000",32.50 L
2 BHK Apartment,Agarwal LifestyleVirar,Virar,Mumbai,950,"5,000",47.50 L
2 BHK Apartment,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,1050,"5,000",52.50 L
2 BHK Apartment,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,950,"5,000",47.50 L
2,,Virar West,Mumbai,980,"5,000",49.00 L
1 BHK Apartment,Ekta Parksville Phase IIVirar,Virar,Mumbai,620,"5,000",31.00 L
2 BHK Apartment,Ekta Parksville Phase IVirar,Virar,Mumbai,950,"5,000",47.50 L
1 BHK Apartment,Agarwal LifestyleVirar,Virar,Mumbai,650,"5,000",32.50 L
2 BHK Apartment,Cosmos LegendVirar,Virar,Mumbai,950,"5,000",47.50 L
2 BHK Apartment,Midas HeightsVirar,Virar,Mumbai,860,"5,000",43.00 L
1 BHK Apartment,Midas HeightsVirar,Virar,Mumbai,650,"5,000",32.50 L
2 BHK Apartment,Tirupati Balaji PlatinumVirar,Virar,Mumbai,865,"5,000",43.25 L
